,created_at,id,full_text,cleaned_text,entities,retweet_count,favorite_count,CountyId,user_name,user_followers_count,user_friends_count,user_listed_count,favourites_count,user_location,geo,neg,neu,pos,compound
10,2020-03-07 14:31:18+00:00,1236298383670665216,"Talk about bad timing for my notifications lol. #coronavirus #thatsawesome #unrelated @ Jupiter, Florida https://t.co/q1Pz8ymxLA","talk bad timing notifications lol thatsawesome unrelated jupiter florida
","{'hashtags': [{'text': 'coronavirus', 'indices': [48, 60]}, {'text': 'thatsawesome', 'indices': [61, 74]}, {'text': 'unrelated', 'indices': [75, 85]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/q1Pz8ymxLA', 'expanded_url': 'https://www.instagram.com/p/B9b5RkWBsPb/?igshid=i3m2ojds4jun', 'display_url': 'instagram.com/p/B9b5RkWBsPb/…', 'indices': [105, 128]}]}",0,0,29215.0,SharkBaitRachy,301,261,21,294,SoFlo,"[-80.1062, 26.9263]",0.263,0.526,0.211,-0.1779
11,2020-03-11 21:13:51+00:00,1237849240820318208,"coronavirus ain’t got nothin on me @ Fort Lauderdale, Florida https://t.co/HgmkKEjfwq","’ got nothin fo lauderdale florida
","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/HgmkKEjfwq', 'expanded_url': 'https://www.instagram.com/p/B9m6hcmJHOs/?igshid=1gtcy5lv8wjbu', 'display_url': 'instagram.com/p/B9m6hcmJHOs/…', 'indices': [62, 85]}]}",0,0,24003.0,kenz,675,551,0,23138,"Pasadena, MD","[-80.1418, 26.1358]",0.0,1.0,0.0,0.0
12,2020-03-11 21:16:31+00:00,1237849911409823746,UPDATE: COVID-19 &amp;amp; Dance Classes   https://t.co/fsfcFyIak1,"update ampamp dance classes
","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/fsfcFyIak1', 'expanded_url': 'https://vanavercaravan.org/ck-forum/2020/3/11/update-covid-19-amp-dance-classes', 'display_url': 'vanavercaravan.org/ck-forum/2020/…', 'indices': [43, 66]}]}",0,0,36111.0,The Vanaver Caravan,103,177,5,18,"New Paltz, NY","[-74.0891878, 41.7461661]",0.0,1.0,0.0,0.0
13,2020-03-11 21:35:21+00:00,1237854650855899138,"I had a really good time on my live stream last Sunday sharing funny coronavirus memes! To those of you who don't know, the coronavirus has NOTHING to do with the delicious Corona beer! 
.
.
.
#coronavirus #corona… https://t.co/ic8NDN53RE","really good time live stream last sunday sharing funny memes dont know nothing delicious beer …
","{'hashtags': [{'text': 'coronavirus', 'indices': [193, 205]}, {'text': 'corona', 'indices': [206, 213]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/ic8NDN53RE', 'expanded_url': 'https://www.instagram.com/p/B9m8-7HBinS/?igshid=1b4kca0ii1cyl', 'display_url': 'instagram.com/p/B9m8-7HBinS/…', 'indices': [215, 238]}]}",0,2,40037.0,Carissa Lee,296,601,2,1901,"Tulsa, OK","[-95.9924, 36.1502]",0.0,0.492,0.508,0.8853
14,2020-03-11 21:35:56+00:00,1237854797736185857,Enjoying this @ajfcigars #diasdegloria for after lunch! Fighting the #coronavirus #covid19 one premium cigar at a time!! #brownandsonscigars #pnw #premiumcigars @ Brown and Sons Premium Cigars https://t.co/h06qyXEAvB,"enjoying ajfcigars diasdegloria lunch fighting one premium cigar time brownandsonscigars pnw premiumcigars brown sons premium cigars
","{'hashtags': [{'text': 'diasdegloria', 'indices': [25, 38]}, {'text': 'coronavirus', 'indices': [69, 81]}, {'text': 'covid19', 'indices': [82, 90]}, {'text': 'brownandsonscigars', 'indices': [121, 140]}, {'text': 'pnw', 'indices': [141, 145]}, {'text': 'premiumcigars', 'indices': [146, 160]}], 'symbols': [], 'user_mentions': [{'screen_name': 'AJFcigars', 'name': 'AJ FERNANDEZ CIGAR COMPANY', 'id': 227196087, 'id_str': '227196087', 'indices': [14, 24]}], 'urls': [{'url': 'https://t.co/h06qyXEAvB', 'expanded_url': 'https://www.instagram.com/p/B9m9DK1HeGQ/?igshid=1qqiqcp46091m', 'display_url': 'instagram.com/p/B9m9DK1HeGQ/…', 'indices': [193, 216]}]}",0,0,45079.0,Brown & Sons Cigars,428,179,0,957,"olympia, Wa","[-122.79629, 47.05106]",0.126,0.704,0.171,0.2263
15,2020-03-11 21:58:14+00:00,1237860410130227202,"It is with great disappointment I must make everyone aware that The Gathering of Chef's has been postponed due to Coronavirus CONCERNS in NYC.  

I along with 64+ other chef's from the Toques In Black cookbook were… https://t.co/K7lNgkJmiS","great disappointment must make everyone aware gathering chefs postponed due concerns nyc along chefs toques black cookbook were…
","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/K7lNgkJmiS', 'expanded_url': 'https://www.instagram.com/p/B9m_meDH3bA/?igshid=1vvqw8vq7h3tg', 'display_url': 'instagram.com/p/B9m_meDH3bA/…', 'indices': [216, 239]}]}",0,0,11001.0,Dadisi Olutosin,1417,2043,85,5381,"Washington, DC","[-73.98682, 40.74377]",0.211,0.62,0.169,0.0
16,2020-03-18 23:03:23+00:00,1240413520396722176,"Spider-Man: Work From Home

My mood during this lockdown. 🕸🕷🕸 @ North Hollywood, California https://t.co/aM7JtWy7wX","spiderman work home mood lockdown 🕸🕷🕸 noh hollywood california
","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/aM7JtWy7wX', 'expanded_url': 'https://www.instagram.com/p/B95InvHhsdu/?igshid=1jknuuluhvo4a', 'display_url': 'instagram.com/p/B95InvHhsdu/…', 'indices': [92, 115]}]}",0,0,6037.0,lerod calanoc,1141,1753,39,315,"Los Angeles, CA","[-118.378, 34.1722]",0.0,1.0,0.0,0.0
17,2020-03-18 23:24:03+00:00,1240418721249792000,I hope everyone is staying as safe as possible. Social distancing seems to be working. It sucks. But it is working. Cubans don’t social distance even when they’re mad at each other. We are all adjusting. I know that… https://t.co/Ic9rhUnyxx,"hope everyone staying safe possible social distancing seems working sucks working cubans ’ social distance even ’ mad adjusting know that…
","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/Ic9rhUnyxx', 'expanded_url': 'https://www.instagram.com/p/B95JehAhbLK/?igshid=kqaxjrgtjfji', 'display_url': 'instagram.com/p/B95JehAhbLK/…', 'indices': [217, 240]}]}",13,125,47037.0,Raul Malo,9124,465,139,358,"Nashville, TN","[-86.7837, 36.1651]",0.215,0.566,0.219,0.0258
18,2020-03-18 23:46:43+00:00,1240424425402454016,That’s it for tonight for our Chicago location- we’ll be back again tomorrow @ noon for all your food &amp; beer needs! #craftbeer #socialdistancing #carryout #supportsmallbusiness @ Haymarket Pub &amp; Brewery https://t.co/PGHSbeSfEh,"’ tonight chicago location ’ back tomorrow noon food amp beer needs craftbeer socialdistancing carryout supposmallbusiness haymarket pub amp brewery
","{'hashtags': [{'text': 'craftbeer', 'indices': [120, 130]}, {'text': 'socialdistancing', 'indices': [131, 148]}, {'text': 'carryout', 'indices': [149, 158]}, {'text': 'supportsmallbusiness', 'indices': [159, 180]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/PGHSbeSfEh', 'expanded_url': 'https://www.instagram.com/p/B95NZiglhzC/?igshid=1f77i4enlxnic', 'display_url': 'instagram.com/p/B95NZiglhzC/…', 'indices': [211, 234]}]}",1,2,17031.0,Haymarket Beer Co.,13459,1414,453,4627,"Chicago, IL","[-87.6473334, 41.88435126]",0.0,1.0,0.0,0.0
19,2020-03-18 15:13:37+00:00,1240295299769303047,"📲🌎Day 2:  Staying Connected During the Coronavirus.  
People are finding #MelRobbins tips helpful amid the #coronaviruspandemic fears &amp; anxiety.  Watch her live at 12pm ET or just hit replay on her daily videos...She… https://t.co/TtVBqmHBD2","📲🌎day staying connected people finding melrobbins tips helpful amid pandemic fears amp anxiety watch live pm et hit replay daily videosshe…
","{'hashtags': [{'text': 'MelRobbins', 'indices': [73, 84]}, {'text': 'coronaviruspandemic', 'indices': [107, 127]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/TtVBqmHBD2', 'expanded_url': 'https://www.instagram.com/p/B94S2--AGop/?igshid=fl0g7xnar75w', 'display_url': 'instagram.com/p/B94S2--AGop/…', 'indices': [222, 245]}]}",0,0,26139.0,"Renee Lonnee, RD, BS",775,2502,7,728,"Grand Haven, MI","[-86.248, 43.2343]",0.178,0.711,0.111,-0.1779
20,2020-03-18 15:15:43+00:00,1240295828159451138,Coronavirus and Fundraising?  https://t.co/Ntnjx2veF6,"fundraising
","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/Ntnjx2veF6', 'expanded_url': 'https://www.scottmorton.net/articles/2020/3/18/coronavirus-and-fundraising', 'display_url': 'scottmorton.net/articles/2020/…', 'indices': [30, 53]}]}",0,1,8041.0,Scott Morton,293,136,12,66,"Colorado Springs, CO","[-104.8649375, 38.8428772]",0.0,1.0,0.0,0.0
21,2020-03-18 15:34:26+00:00,1240300538002132992,He’s Not a fan of this social distancing business.  #socialdistancing #dog #dogdays #lakecomoorlando #doglovers #dogsofinsta #covid_19 #lifewithdogs #lifewithbentley #dogmomsofinstagram #aussie #aussiesofinstagram… https://t.co/wbodh9rjL1,"’ fan social distancing business socialdistancing dog dogdays lakecomoorlando doglovers dogsofinsta lifewithdogs lifewithbentley dogmomsofinstagram aussie aussiesofinstagram…
","{'hashtags': [{'text': 'socialdistancing', 'indices': [52, 69]}, {'text': 'dog', 'indices': [70, 74]}, {'text': 'dogdays', 'indices': [75, 83]}, {'text': 'lakecomoorlando', 'indices': [84, 100]}, {'text': 'doglovers', 'indices': [101, 111]}, {'text': 'dogsofinsta', 'indices': [112, 124]}, {'text': 'covid_19', 'indices': [125, 134]}, {'text': 'lifewithdogs', 'indices': [135, 148]}, {'text': 'lifewithbentley', 'indices': [149, 165]}, {'text': 'dogmomsofinstagram', 'indices': [166, 185]}, {'text': 'aussie', 'indices': [186, 193]}, {'text': 'aussiesofinstagram', 'indices': [194, 213]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/wbodh9rjL1', 'expanded_url': 'https://www.instagram.com/p/B94VPcfnK6C/?igshid=193o3lnybfwud', 'display_url': 'instagram.com/p/B94VPcfnK6C/…', 'indices': [215, 238]}]}",0,0,40083.0,KEYSEEKERS,219,349,16,11,Orlando,"[-81.37871, 28.55508]",0.0,0.859,0.141,0.3182
22,2020-03-18 15:35:43+00:00,1240300861311590400,"In response to public health directives regarding social distancing, our weekly Farmers’ Market will be cancelled through the end of March. We hope to resume on Wednesday, April 1, but please check back for updates.… https://t.co/RXt5XPfdPN","response public health directives regarding social distancing weekly farmers ’ market cancelled end march hope resume wednesday april please check back updates…
","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/RXt5XPfdPN', 'expanded_url': 'https://www.instagram.com/p/B94VY8YFr1G/?igshid=4iusarmvcuai', 'display_url': 'instagram.com/p/B94VY8YFr1G/…', 'indices': [217, 240]}]}",1,1,15001.0,Kings' Shops,1104,642,28,16,"Waikoloa, Hawaii","[-155.79, 19.9431]",0.079,0.714,0.206,0.4939
23,2020-03-12 14:11:15+00:00,1238105277620080642,"current weather in Corona: few clouds, 53°F
93% humidity, wind 6mph, pressure 1009mb","current weather clouds °f humidity wind mph pressure mb
","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",0,0,6065.0,Corona Weather,107,1,6,0,"Corona, CA","[-117.58, 33.88]",0.216,0.784,0.0,-0.296
24,2020-03-13 20:41:35+00:00,1238565895632343040,"#Repost actualidadrt (with report.for.insta)
...
El presidente de EE.UU., Donald Trump, ha declarado este 13 de marzo la emergencia nacional para hacer frente al brote del nuevo coronavirus en el país.

Trump ha… https://t.co/AlfcGrTlQK","repost actualidad repoforinsta el presidente de eeuu donald trump ha declarado este de marzo la emergencia nacional para hacer frente al brote del nuevo en el país trump ha…
","{'hashtags': [{'text': 'Repost', 'indices': [0, 7]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/AlfcGrTlQK', 'expanded_url': 'https://www.instagram.com/p/B9sAax-AKuU/?igshid=72h6tjfgoarj', 'display_url': 'instagram.com/p/B9sAax-AKuU/…', 'indices': [213, 236]}]}",0,0,36061.0,CH,71,133,0,280,"Manhattan, NY","[-73.98644, 40.75839]",0.0,0.921,0.079,0.34
25,2020-03-07 19:10:10+00:00,1236368560244633600,"#anabelgonzalezfigueroa #coronavirus #reality #nightmare #realidad #pesadilla @ Spanish Lakes, Hialeah, Florida https://t.co/A93CrRyrUp","anabelgonzalezfigueroa reality nightmare realidad pesadilla spanish lakes hialeah florida
","{'hashtags': [{'text': 'anabelgonzalezfigueroa', 'indices': [0, 23]}, {'text': 'coronavirus', 'indices': [24, 36]}, {'text': 'reality', 'indices': [37, 45]}, {'text': 'nightmare', 'indices': [46, 56]}, {'text': 'realidad', 'indices': [57, 66]}, {'text': 'pesadilla', 'indices': [67, 77]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/A93CrRyrUp', 'expanded_url': 'https://www.instagram.com/p/B9cZL6LglKAk3bM_FBBpEGGM_6YuJ3NMq5MDCU0/?igshid=1t3buepie83un', 'display_url': 'instagram.com/p/B9cZL6LglKAk…', 'indices': [112, 135]}]}",0,0,40115.0,Anabel Gonzalez,482,1443,41,19,"Miami, Florida, USA","[-80.33059746, 25.95185649]",0.0,1.0,0.0,0.0
26,2020-03-07 19:32:41+00:00,1236374226640175104,"Rates vs Corona  #loangalteam #coronaisntbeeranymore #ccmcrazygood #refinance #lowrates @ Seven Hills, Ohio https://t.co/kV1NPYeaEp","rates vs loangalteam isntbeeranymore ccmcrazygood refinance lowrates seven hills ohio
","{'hashtags': [{'text': 'loangalteam', 'indices': [17, 29]}, {'text': 'coronaisntbeeranymore', 'indices': [30, 52]}, {'text': 'ccmcrazygood', 'indices': [53, 66]}, {'text': 'refinance', 'indices': [67, 77]}, {'text': 'lowrates', 'indices': [78, 87]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/kV1NPYeaEp', 'expanded_url': 'https://www.instagram.com/p/B9cbwuPJmkH/?igshid=1grrzxmvih015', 'display_url': 'instagram.com/p/B9cbwuPJmkH/…', 'indices': [108, 131]}]}",0,0,39035.0,Lori Saucier,281,159,8,11,"Brecksville, OH","[-81.68018, 41.36773]",0.0,1.0,0.0,0.0
27,2020-03-07 19:52:09+00:00,1236379128414208003,"“That’s how you get the corona virus” lol but the more funny part about this video is the conversation going on in the background lol pay attn 🤣 @ West Hollywood, California https://t.co/ECSAISG34H","“ ’ get ” lol funny pa video conversation going background lol pay attn 🤣 west hollywood california
","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/ECSAISG34H', 'expanded_url': 'https://www.instagram.com/p/B9cd38cA-yv/?igshid=1wca1jyea3w3a', 'display_url': 'instagram.com/p/B9cd38cA-yv/…', 'indices': [174, 197]}]}",0,0,6037.0,Dre Sinatra,18516,2748,200,1661,"Los Angeles, CA","[-118.384, 34.0847]",0.07,0.503,0.427,0.7964
28,2020-03-07 19:57:51+00:00,1236380562962567168,Watching a video on risk communication re #COVIDー19 #coronavirus by @open_who https://t.co/UopCafmzjX,"watching video risk communication ー openwho
","{'hashtags': [{'text': 'COVIDー19', 'indices': [42, 51]}, {'text': 'coronavirus', 'indices': [52, 64]}], 'symbols': [], 'user_mentions': [{'screen_name': 'open_who', 'name': 'OpenWHO', 'id': 1234095310739251201, 'id_str': '1234095310739251201', 'indices': [68, 77]}], 'urls': [], 'media': [{'id': 1236380557917016065, 'id_str': '1236380557917016065', 'indices': [78, 101], 'media_url': 'http://pbs.twimg.com/media/ESiBkRnX0AEcLwQ.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ESiBkRnX0AEcLwQ.jpg', 'url': 'https://t.co/UopCafmzjX', 'display_url': 'pic.twitter.com/UopCafmzjX', 'expanded_url': 'https://twitter.com/socialweb/status/1236380562962567168/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 675, 'h': 1200, 'resize': 'fit'}, 'small': {'w': 383, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1152, 'h': 2048, 'resize': 'fit'}}}]}",0,0,12005.0,socialweb,520,2274,8,35137,"Panama City Beach, FL","[-83.82791854, 34.30090427]",0.344,0.656,0.0,-0.2732
29,2020-03-14 15:16:19+00:00,1238846426794295299,"Toilet paper, eggs, &amp; beef @Kroger. Def not the time to routinely grocery shop SMH #coronavirus #panicbuying (@ Kroger in Sugar Land, TX) https://t.co/Niecjz57iC https://t.co/6o2eOf9sfZ","toilet paper eggs amp beef kroger def time routinely grocery shop smh panicbuying kroger sugar land tx
","{'hashtags': [{'text': 'coronavirus', 'indices': [87, 99]}, {'text': 'panicbuying', 'indices': [100, 112]}], 'symbols': [], 'user_mentions': [{'screen_name': 'kroger', 'name': 'Kroger', 'id': 36359791, 'id_str': '36359791', 'indices': [31, 38]}], 'urls': [{'url': 'https://t.co/Niecjz57iC', 'expanded_url': 'https://www.swarmapp.com/c/lvKfwIi95Vt', 'display_url': 'swarmapp.com/c/lvKfwIi95Vt', 'indices': [142, 165]}], 'media': [{'id': 1238846424890179584, 'id_str': '1238846424890179584', 'indices': [166, 189], 'media_url': 'http://pbs.twimg.com/media/ETFEQn7XgAAIBtV.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ETFEQn7XgAAIBtV.jpg', 'url': 'https://t.co/6o2eOf9sfZ', 'display_url': 'pic.twitter.com/6o2eOf9sfZ', 'expanded_url': 'https://twitter.com/AsianAdidasGirl/status/1238846426794295299/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 1200, 'resize': 'fit'}, 'large': {'w': 1440, 'h': 1440, 'resize': 'fit'}}}]}",0,0,2170.0,AsianAdidasGirl,775,300,79,515,Houston,"[-95.64934508, 29.64813689]",0.116,0.758,0.126,0.0516
30,2020-03-14 15:16:20+00:00,1238846431705722880,"Due to the #covid_19 Outbreak! #natural4texture would like to reassure you Sanitization will be taken very seriously through out the salon @ Marietta, Georgia https://t.co/RGkrg7kM5N","due outbreak naturaltexture would like reassure sanitization taken seriously salon marietta georgia
","{'hashtags': [{'text': 'covid_19', 'indices': [11, 20]}, {'text': 'natural4texture', 'indices': [31, 47]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/RGkrg7kM5N', 'expanded_url': 'https://www.instagram.com/p/B9t__jvH08M/?igshid=14l4ehw468ex5', 'display_url': 'instagram.com/p/B9t__jvH08M/…', 'indices': [159, 182]}]}",0,0,13067.0,Natural 4 Texture,560,833,5,3860,"Marietta, GA","[-84.5406, 33.9534]",0.109,0.577,0.314,0.4939
